pump_id,timestamp,vibration_rms_g,vibration_peak_freq_hz,temperature_c,acoustic_level_db,current_draw_a,vibration_rms_roll_mean_6h,vibration_rms_roll_std_6h,ph,turbidity_ntu,conductivity_us_cm,flow_lmin,water_aggression_index,RUL_days,right_censored,failure_mode_label,anomaly_label,data_split
PUMP_01,2026-03-02 00:00:00,0.1527,47.74,33.87,60.34,4.064,0.1472,0.0288,7.217,4.11,374.0,98.0,13.59,89.0,True,Normal,0,train
PUMP_01,2026-03-02 01:00:00,0.1577,52.34,33.78,60.22,3.98,0.1508,0.0284,7.259,4.4,388.7,94.1,15.08,88.96,True,Normal,0,train
PUMP_01,2026-03-02 02:00:00,0.1713,47.9,32.81,55.51,3.968,0.152,0.0292,7.295,3.95,387.7,91.5,15.3,88.92,True,Normal,0,train
PUMP_01,2026-03-02 03:00:00,0.1641,49.48,34.82,58.21,4.102,0.1547,0.0295,7.237,4.03,384.4,100.6,14.3,88.88,True,Normal,0,train
PUMP_01,2026-03-02 04:00:00,0.1699,48.02,33.38,58.85,3.907,0.1666,0.011,7.202,4.23,378.1,104.8,13.61,88.83,True,Normal,0,train
PUMP_01,2026-03-02 05:00:00,0.1533,48.9,34.1,58.53,3.963,0.1615,0.0082,7.197,3.61,378.5,111.1,13.12,88.79,True,Normal,0,train
PUMP_01,2026-03-02 06:00:00,0.1416,50.02,33.15,59.82,4.069,0.1596,0.0112,7.228,4.3,386.9,114.8,14.44,88.75,True,Normal,0,train
PUMP_01,2026-03-02 07:00:00,0.1639,49.21,34.37,59.57,3.901,0.1607,0.0113,7.194,4.33,378.2,115.3,13.56,88.71,True,Normal,0,train
PUMP_01,2026-03-02 08:00:00,0.1801,51.72,33.53,58.32,4.142,0.1621,0.0133,7.209,5.04,376.8,129.2,14.25,88.67,True,Normal,0,train
PUMP_01,2026-03-02 09:00:00,0.1474,50.34,33.32,60.73,3.983,0.1594,0.0145,7.147,3.85,389.4,132.5,12.94,88.62,True,Normal,0,train
PUMP_01,2026-03-02 10:00:00,0.1441,49.31,34.12,59.12,4.07,0.1551,0.0146,7.265,3.82,379.8,135.7,14.4,88.58,True,Normal,0,train
PUMP_01,2026-03-02 11:00:00,0.1709,49.8,33.58,57.58,4.07,0.158,0.0159,7.143,4.31,388.8,140.5,13.17,88.54,True,Normal,0,train
PUMP_01,2026-03-02 12:00:00,0.1431,51.83,33.66,57.34,3.988,0.1582,0.0156,7.178,4.33,373.0,141.4,13.09,88.5,True,Normal,0,train
PUMP_01,2026-03-02 13:00:00,0.1413,51.36,34.1,59.49,3.962,0.1545,0.0167,7.205,3.79,382.6,148.6,13.54,88.46,True,Normal,0,train
PUMP_01,2026-03-02 14:00:00,0.1394,48.29,34.48,57.05,3.997,0.1477,0.0117,7.3,3.84,390.4,138.5,15.41,88.42,True,Normal,0,train
PUMP_01,2026-03-02 15:00:00,0.142,48.98,33.51,57.51,4.057,0.1468,0.0119,7.179,4.22,380.1,137.7,13.32,88.38,True,Normal,0,train
PUMP_01,2026-03-02 16:00:00,0.1177,50.71,33.41,57.71,3.921,0.1424,0.0169,7.167,3.67,378.7,136.4,12.68,88.33,True,Normal,0,train
PUMP_01,2026-03-02 17:00:00,0.1323,50.53,34.01,58.43,3.904,0.136,0.0097,7.172,3.84,374.2,139.0,12.7,88.29,True,Normal,0,train
PUMP_01,2026-03-02 18:00:00,0.1435,48.42,34.32,57.77,4.119,0.136,0.0098,7.283,4.04,385.4,130.7,15.08,88.25,True,Normal,0,train
PUMP_01,2026-03-02 19:00:00,0.1437,51.12,34.88,56.42,3.941,0.1364,0.0101,7.059,4.4,376.1,113.4,11.37,88.21,True,Normal,0,train
PUMP_01,2026-03-02 20:00:00,0.1587,48.66,33.36,59.39,4.028,0.1396,0.0137,7.15,3.76,379.5,118.9,12.51,88.17,True,Normal,0,train
PUMP_01,2026-03-02 21:00:00,0.1705,51.96,33.81,57.51,3.984,0.1444,0.0187,7.337,3.26,373.8,112.9,14.91,88.12,True,Normal,0,train
PUMP_01,2026-03-02 22:00:00,0.1677,50.79,34.71,60.42,3.987,0.1527,0.0152,7.23,3.23,387.8,97.6,13.76,88.08,True,Normal,0,train
PUMP_01,2026-03-02 23:00:00,0.1611,48.3,35.18,58.36,4.114,0.1575,0.0116,7.145,3.5,385.8,88.3,12.5,88.04,True,Normal,0,train
PUMP_01,2026-03-03 00:00:00,0.1478,49.21,33.4,59.52,3.993,0.1582,0.0107,7.198,3.47,379.8,95.6,13.09,88.0,True,Normal,0,train
PUMP_01,2026-03-03 01:00:00,0.1432,49.18,33.56,58.76,3.971,0.1582,0.0108,7.203,3.94,374.2,99.5,13.27,87.96,True,Normal,0,train
PUMP_01,2026-03-03 02:00:00,0.1553,50.24,34.23,59.58,3.978,0.1576,0.0109,7.242,3.52,387.7,102.2,14.16,87.92,True,Normal,0,train
PUMP_01,2026-03-03 03:00:00,0.1659,49.69,33.65,58.68,3.96,0.1568,0.0099,7.292,3.72,378.2,94.9,14.7,87.88,True,Normal,0,train
PUMP_01,2026-03-03 04:00:00,0.171,48.28,33.54,58.28,3.946,0.1574,0.0107,7.219,3.69,374.5,109.3,13.36,87.83,True,Normal,0,train
PUMP_01,2026-03-03 05:00:00,0.169,47.91,34.15,59.31,3.96,0.1587,0.0117,7.173,3.82,371.2,98.6,12.58,87.79,True,Normal,0,train
PUMP_01,2026-03-03 06:00:00,0.1582,50.82,34.93,60.98,4.133,0.1604,0.0104,7.239,4.53,376.8,112.1,14.37,87.75,True,Normal,0,train
PUMP_01,2026-03-03 07:00:00,0.1715,50.43,33.21,57.68,4.057,0.1652,0.0069,7.165,4.26,372.7,118.3,12.82,87.71,True,Normal,0,train
PUMP_01,2026-03-03 08:00:00,0.1776,50.16,34.9,58.95,3.972,0.1689,0.0065,7.148,4.01,376.9,131.1,12.55,87.67,True,Normal,0,train
PUMP_01,2026-03-03 09:00:00,0.1703,50.41,33.66,57.99,4.079,0.1696,0.0063,7.112,3.82,383.7,137.7,12.12,87.62,True,Normal,0,train
PUMP_01,2026-03-03 10:00:00,0.1545,49.07,34.21,58.61,3.873,0.1669,0.0087,7.122,3.83,378.1,141.5,12.05,87.58,True,Normal,0,train
PUMP_01,2026-03-03 11:00:00,0.1401,50.28,34.95,58.05,4.11,0.162,0.0138,7.155,4.13,381.8,136.2,12.95,87.54,True,Normal,0,train
PUMP_01,2026-03-03 12:00:00,0.1371,53.81,34.2,55.41,4.104,0.1585,0.0172,7.141,4.23,376.4,147.6,12.57,87.5,True,Normal,0,train
PUMP_01,2026-03-03 13:00:00,0.1372,51.76,33.82,57.76,4.179,0.1528,0.0178,7.216,3.64,380.3,147.0,13.51,87.46,True,Normal,0,train
PUMP_01,2026-03-03 14:00:00,0.1489,49.57,34.43,59.2,4.081,0.148,0.0129,7.14,4.01,389.6,137.5,12.95,87.42,True,Normal,0,train
PUMP_01,2026-03-03 15:00:00,0.1507,49.21,33.9,57.08,4.035,0.1448,0.0075,7.043,3.19,378.3,133.4,10.34,87.38,True,Normal,0,train
PUMP_01,2026-03-03 16:00:00,0.1201,45.71,34.31,59.11,4.103,0.139,0.011,7.148,4.08,381.9,141.8,12.8,87.33,True,Normal,0,train
PUMP_01,2026-03-03 17:00:00,0.1328,51.6,33.88,58.22,3.95,0.1378,0.0112,7.176,4.3,372.2,131.8,13.01,87.29,True,Normal,0,train
PUMP_01,2026-03-03 18:00:00,0.1436,51.18,34.52,57.77,3.968,0.1389,0.0114,7.17,3.89,387.6,121.3,13.25,87.25,True,Normal,0,train
PUMP_01,2026-03-03 19:00:00,0.1268,49.18,33.16,59.09,3.995,0.1372,0.0125,7.276,4.73,377.6,119.2,15.12,87.21,True,Normal,0,train
PUMP_01,2026-03-03 20:00:00,0.1478,47.85,33.39,58.82,4.11,0.137,0.0123,7.169,3.65,385.3,115.0,12.98,87.17,True,Normal,0,train
PUMP_01,2026-03-03 21:00:00,0.1383,48.27,33.15,58.5,3.932,0.1349,0.0104,7.244,4.09,379.4,107.2,14.24,87.12,True,Normal,0,train
PUMP_01,2026-03-03 22:00:00,0.1341,50.67,33.97,59.22,3.923,0.1372,0.0076,7.199,3.99,383.1,96.1,13.6,87.08,True,Normal,0,train
PUMP_01,2026-03-03 23:00:00,0.1482,49.87,33.08,58.24,4.019,0.1398,0.0084,7.198,3.96,383.4,105.9,13.58,87.04,True,Normal,0,train
PUMP_01,2026-03-04 00:00:00,0.1559,51.04,33.58,56.03,4.057,0.1418,0.0107,7.158,3.95,377.7,99.9,12.71,87.0,True,Normal,0,train
PUMP_01,2026-03-04 01:00:00,0.1399,50.13,33.34,57.55,3.944,0.144,0.008,7.197,4.04,385.5,93.7,13.71,86.96,True,Normal,0,train
PUMP_01,2026-03-04 02:00:00,0.1514,51.45,34.89,55.83,4.054,0.1446,0.0085,7.162,4.34,376.2,94.7,12.97,86.92,True,Normal,0,train
PUMP_01,2026-03-04 03:00:00,0.1641,50.55,33.41,58.79,4.109,0.1489,0.0108,7.209,4.55,383.9,99.8,14.18,86.88,True,Normal,0,train
PUMP_01,2026-03-04 04:00:00,0.1472,51.24,33.23,59.08,4.096,0.1511,0.0083,7.188,4.0,378.0,97.8,13.23,86.83,True,Normal,0,train
PUMP_01,2026-03-04 05:00:00,0.1348,46.87,34.15,59.13,4.028,0.1489,0.0107,7.153,4.33,381.7,108.8,13.05,86.79,True,Normal,0,train
PUMP_01,2026-03-04 06:00:00,0.137,48.15,35.01,58.59,3.993,0.1457,0.011,7.25,3.72,377.7,108.2,14.0,86.75,True,Normal,0,train
PUMP_01,2026-03-04 07:00:00,0.1534,49.45,33.93,59.16,4.139,0.148,0.0109,7.221,4.31,380.2,119.7,14.07,86.71,True,Normal,0,train
PUMP_01,2026-03-04 08:00:00,0.1389,51.62,33.98,56.11,4.001,0.1459,0.0113,7.178,3.7,374.6,121.8,12.7,86.67,True,Normal,0,train
PUMP_01,2026-03-04 09:00:00,0.1519,52.82,34.77,57.87,4.075,0.1439,0.008,7.207,4.44,381.2,128.0,13.97,86.62,True,Normal,0,train
PUMP_01,2026-03-04 10:00:00,0.18,49.75,34.53,56.3,4.157,0.1493,0.0169,7.196,4.88,380.2,144.3,14.06,86.58,True,Normal,0,train
PUMP_01,2026-03-04 11:00:00,0.1319,49.08,34.26,57.57,4.067,0.1488,0.0175,7.157,3.95,377.3,141.9,12.66,86.54,True,Normal,0,train
PUMP_01,2026-03-04 12:00:00,0.1458,47.07,33.65,59.94,3.92,0.1503,0.0166,7.204,3.12,379.7,145.0,12.93,86.5,True,Normal,0,train
PUMP_01,2026-03-04 13:00:00,0.1794,51.3,34.27,59.31,3.901,0.1546,0.0205,7.169,3.78,380.7,137.0,12.88,86.46,True,Normal,0,train
PUMP_01,2026-03-04 14:00:00,0.1511,49.17,33.18,58.79,3.976,0.1567,0.0192,7.153,4.49,376.9,141.8,12.96,86.42,True,Normal,0,train
PUMP_01,2026-03-04 15:00:00,0.1374,54.44,33.63,57.78,4.057,0.1543,0.0208,7.119,4.22,379.4,143.5,12.33,86.38,True,Normal,0,train
PUMP_01,2026-03-04 16:00:00,0.139,48.89,34.86,56.81,4.036,0.1474,0.017,7.182,4.1,375.0,138.5,13.07,86.33,True,Normal,0,train
PUMP_01,2026-03-04 17:00:00,0.1468,53.16,34.78,58.22,4.177,0.1499,0.0153,7.228,4.4,391.7,123.9,14.72,86.29,True,Normal,0,train
PUMP_01,2026-03-04 18:00:00,0.1654,51.12,34.26,59.33,4.035,0.1532,0.0163,7.165,4.19,385.3,127.3,13.3,86.25,True,Normal,0,train
PUMP_01,2026-03-04 19:00:00,0.1324,48.46,32.84,58.49,3.974,0.1454,0.0119,7.326,4.49,381.4,121.5,15.91,86.21,True,Normal,0,train
PUMP_01,2026-03-04 20:00:00,0.13,50.35,33.28,56.1,3.909,0.1418,0.0129,7.244,4.37,385.9,118.7,14.71,86.17,True,Normal,0,train
PUMP_01,2026-03-04 21:00:00,0.1222,51.16,33.59,58.13,4.094,0.1393,0.0153,7.265,4.61,370.1,104.9,14.56,86.12,True,Normal,0,train
PUMP_01,2026-03-04 22:00:00,0.1465,49.66,33.9,55.7,4.0,0.1405,0.0155,7.24,4.14,367.2,93.4,13.7,86.08,True,Normal,0,train
PUMP_01,2026-03-04 23:00:00,0.1263,51.26,33.25,58.97,3.88,0.1371,0.0161,7.293,4.36,378.0,94.4,15.15,86.04,True,Normal,0,train
PUMP_01,2026-03-05 00:00:00,0.143,51.22,33.85,57.17,4.002,0.1334,0.0095,7.161,3.88,373.1,91.5,12.5,86.0,True,Normal,0,train
PUMP_01,2026-03-05 01:00:00,0.139,50.89,35.06,56.53,3.92,0.1345,0.0097,7.072,3.76,378.8,97.9,11.23,85.96,True,Normal,0,train
PUMP_01,2026-03-05 02:00:00,0.1711,49.98,34.24,58.98,3.966,0.1414,0.0174,7.178,4.68,381.0,85.0,13.66,85.92,True,Normal,0,train
PUMP_01,2026-03-05 03:00:00,0.1494,48.24,34.13,58.67,4.0,0.1459,0.0148,7.228,4.09,384.6,96.6,14.2,85.88,True,Normal,0,train
PUMP_01,2026-03-05 04:00:00,0.1646,49.88,33.39,58.28,3.928,0.1489,0.0166,7.208,4.32,374.3,108.0,13.61,85.83,True,Normal,0,train
PUMP_01,2026-03-05 05:00:00,0.1356,50.26,33.02,60.63,3.961,0.1504,0.0144,7.214,4.05,382.0,107.5,13.84,85.79,True,Normal,0,train
PUMP_01,2026-03-05 06:00:00,0.162,47.19,33.26,58.76,3.94,0.1536,0.0145,7.266,3.77,380.1,117.1,14.4,85.75,True,Normal,0,train
PUMP_01,2026-03-05 07:00:00,0.1416,50.25,32.99,57.23,3.943,0.154,0.014,7.219,4.0,381.7,113.4,13.88,85.71,True,Normal,0,train
PUMP_01,2026-03-05 08:00:00,0.1523,49.85,34.05,58.62,3.919,0.1509,0.0113,7.24,4.57,377.4,120.1,14.43,85.67,True,Normal,0,train
PUMP_01,2026-03-05 09:00:00,0.1902,48.06,34.23,57.66,3.961,0.1577,0.0195,7.153,4.22,386.9,138.2,13.19,85.62,True,Normal,0,train
PUMP_01,2026-03-05 10:00:00,0.169,49.5,33.42,59.52,3.928,0.1584,0.0199,7.145,3.32,379.5,138.1,12.12,85.58,True,Normal,0,train
PUMP_01,2026-03-05 11:00:00,0.1507,49.53,34.09,58.34,4.047,0.161,0.0172,7.281,3.91,388.9,142.1,15.1,85.54,True,Normal,0,train
PUMP_01,2026-03-05 12:00:00,0.198,52.9,34.88,58.46,4.016,0.167,0.0229,7.205,4.71,376.0,139.7,13.92,85.5,True,Normal,0,train
PUMP_01,2026-03-05 13:00:00,0.1337,50.33,35.17,56.27,4.096,0.1656,0.0248,7.169,3.91,383.7,145.4,13.1,85.46,True,Normal,0,train
PUMP_01,2026-03-05 14:00:00,0.1625,51.55,34.46,58.07,4.151,0.1674,0.0241,7.123,4.89,379.7,139.6,12.88,85.42,True,Normal,0,train
PUMP_01,2026-03-05 15:00:00,0.1199,49.82,33.9,57.93,4.054,0.1556,0.0276,7.071,8.14,378.4,146.4,14.26,85.38,True,Normal,0,train
PUMP_01,2026-03-05 16:00:00,0.1377,47.19,34.44,56.77,4.036,0.1504,0.0275,7.03,8.98,383.2,148.6,14.4,85.33,True,Normal,0,train
PUMP_01,2026-03-05 17:00:00,0.1201,51.01,34.81,57.73,4.059,0.1453,0.0302,6.937,10.93,378.5,134.4,16.09,85.29,True,Normal,0,train
PUMP_01,2026-03-05 18:00:00,0.1439,49.01,32.8,58.52,4.037,0.1363,0.016,6.864,13.0,366.7,123.9,18.23,85.25,True,Normal,0,train
PUMP_01,2026-03-05 19:00:00,0.1412,49.5,34.89,57.99,4.004,0.1375,0.0161,6.929,13.58,364.7,109.9,17.51,85.21,True,Normal,0,train
PUMP_01,2026-03-05 20:00:00,0.1367,48.42,33.67,56.31,3.998,0.1332,0.0106,6.955,11.32,397.9,106.8,16.89,85.17,True,Normal,0,train
PUMP_01,2026-03-05 21:00:00,0.1593,50.11,33.68,57.67,3.918,0.1398,0.0127,7.091,10.23,410.3,113.7,17.37,85.12,True,Normal,0,train
PUMP_01,2026-03-05 22:00:00,0.1365,51.6,33.79,57.44,4.067,0.1396,0.0127,7.088,8.66,423.1,98.2,16.76,85.08,True,Normal,0,train
PUMP_01,2026-03-05 23:00:00,0.1523,51.4,34.19,58.23,3.997,0.145,0.0091,7.151,6.29,429.6,96.9,16.38,85.04,True,Normal,0,train
PUMP_01,2026-03-06 00:00:00,0.1623,52.38,33.33,58.1,4.116,0.148,0.0115,7.163,4.06,438.9,98.5,15.4,85.0,True,Normal,0,train
PUMP_01,2026-03-06 01:00:00,0.1303,52.59,33.83,57.51,4.073,0.1462,0.0135,7.194,3.93,443.3,100.9,15.99,84.96,True,Normal,0,train
PUMP_01,2026-03-06 02:00:00,0.1438,46.93,34.32,57.46,3.95,0.1474,0.0127,7.218,4.42,433.9,95.1,16.33,84.92,True,Normal,0,train
PUMP_01,2026-03-06 03:00:00,0.1579,48.21,34.13,58.08,4.1,0.1472,0.0125,7.236,3.65,416.2,96.7,15.34,84.88,True,Normal,0,train
PUMP_01,2026-03-06 04:00:00,0.1681,47.29,34.23,59.16,3.795,0.1524,0.0137,7.195,3.35,420.0,102.6,14.64,84.83,True,Normal,0,train
PUMP_01,2026-03-06 05:00:00,0.181,50.95,33.81,58.33,4.154,0.1572,0.018,7.254,4.25,406.9,105.0,15.66,84.79,True,Normal,0,train
PUMP_01,2026-03-06 06:00:00,0.1568,48.96,34.42,59.71,3.893,0.1563,0.0178,7.2,4.25,382.4,111.2,13.78,84.75,True,Normal,0,train
PUMP_01,2026-03-06 07:00:00,0.1549,49.27,34.63,59.36,4.04,0.1604,0.0127,7.24,4.19,379.9,121.6,14.27,84.71,True,Normal,0,train
PUMP_01,2026-03-06 08:00:00,0.1456,49.68,34.6,59.8,4.034,0.1607,0.0123,7.176,4.16,373.5,127.2,12.95,84.67,True,Normal,0,train
PUMP_01,2026-03-06 09:00:00,0.162,50.57,34.26,59.64,4.09,0.1614,0.0122,7.109,3.87,387.7,141.0,12.28,84.62,True,Normal,0,train
PUMP_01,2026-03-06 10:00:00,0.1505,47.77,34.56,59.88,3.974,0.1585,0.0124,7.213,4.31,380.4,139.4,13.95,84.58,True,Normal,0,train
PUMP_01,2026-03-06 11:00:00,0.1485,48.11,34.52,56.62,3.828,0.153,0.006,7.236,3.98,378.6,146.3,14.01,84.54,True,Normal,0,train
PUMP_01,2026-03-06 12:00:00,0.1486,50.0,35.61,58.78,3.974,0.1517,0.0059,7.229,3.81,382.4,139.9,13.92,84.5,True,Normal,0,train
PUMP_01,2026-03-06 13:00:00,0.1557,51.8,34.73,59.46,3.982,0.1518,0.006,7.221,3.88,377.1,147.1,13.63,84.46,True,Normal,0,train
PUMP_01,2026-03-06 14:00:00,0.1365,49.96,33.95,59.68,3.836,0.1503,0.0085,7.183,4.81,380.7,141.3,13.82,84.42,True,Normal,0,train
PUMP_01,2026-03-06 15:00:00,0.1313,48.81,33.45,57.08,4.004,0.1452,0.0093,7.16,3.31,372.8,143.2,12.07,84.38,True,Normal,0,train
PUMP_01,2026-03-06 16:00:00,0.1478,46.78,33.84,58.79,3.914,0.1447,0.009,7.228,4.2,385.4,140.4,14.31,84.33,True,Normal,0,train
PUMP_01,2026-03-06 17:00:00,0.095,51.43,33.8,58.09,4.052,0.1358,0.0219,7.221,3.33,379.5,132.7,13.35,84.29,True,Normal,0,train
PUMP_01,2026-03-06 18:00:00,0.1309,48.9,34.31,60.22,3.98,0.1329,0.021,7.172,3.96,385.8,136.1,13.26,84.25,True,Normal,0,train
PUMP_01,2026-03-06 19:00:00,0.1231,48.28,33.58,56.34,4.157,0.1274,0.0179,7.255,3.83,379.0,125.7,14.22,84.21,True,Normal,0,train
PUMP_01,2026-03-06 20:00:00,0.1594,47.43,34.72,57.08,3.98,0.1312,0.0221,7.156,3.17,379.3,118.2,12.18,84.17,True,Normal,0,train
PUMP_01,2026-03-06 21:00:00,0.1363,47.84,33.17,55.83,4.034,0.1321,0.0222,7.171,4.16,373.9,110.6,12.89,84.12,True,Normal,0,train
PUMP_01,2026-03-06 22:00:00,0.1366,48.56,33.02,58.17,3.983,0.1302,0.0211,7.282,3.85,383.8,109.4,14.86,84.08,True,Normal,0,train
PUMP_01,2026-03-06 23:00:00,0.1467,49.64,33.92,60.72,3.87,0.1388,0.0127,7.243,3.16,375.6,92.6,13.42,84.04,True,Normal,0,train
PUMP_01,2026-03-07 00:00:00,0.1411,48.19,33.49,57.95,3.984,0.1405,0.0121,7.182,4.34,377.6,101.3,13.35,84.0,True,Normal,0,train
PUMP_01,2026-03-07 01:00:00,0.1465,50.28,33.25,58.12,4.06,0.1444,0.0086,7.214,4.57,380.0,91.0,14.13,83.96,True,Normal,0,train
PUMP_01,2026-03-07 02:00:00,0.1565,49.63,33.62,58.66,4.048,0.144,0.0076,7.208,4.6,380.6,93.6,14.07,83.92,True,Normal,0,train
PUMP_01,2026-03-07 03:00:00,0.1507,53.33,33.54,57.86,3.977,0.1464,0.007,7.063,4.14,371.5,100.6,11.05,83.88,True,Normal,0,train
PUMP_01,2026-03-07 04:00:00,0.1522,47.44,34.01,58.44,3.883,0.149,0.0054,7.155,4.02,378.8,107.3,12.74,83.83,True,Normal,0,train
PUMP_01,2026-03-07 05:00:00,0.1445,50.24,33.63,58.47,4.052,0.1486,0.0056,7.197,4.53,384.0,102.9,14.0,83.79,True,Normal,0,train
PUMP_01,2026-03-07 06:00:00,0.1427,50.26,33.68,56.99,4.034,0.1488,0.0052,7.182,4.67,378.1,111.5,13.61,83.75,True,Normal,0,train
PUMP_01,2026-03-07 07:00:00,0.1606,48.45,34.0,57.89,4.067,0.1512,0.0069,7.212,4.45,378.9,120.4,13.97,83.71,True,Normal,0,train
PUMP_01,2026-03-07 08:00:00,0.1633,50.14,34.61,58.89,3.978,0.1523,0.0083,7.256,3.62,380.8,125.7,14.17,83.67,True,Normal,0,train
PUMP_01,2026-03-07 09:00:00,0.1356,51.15,34.88,59.11,3.865,0.1498,0.0108,7.184,4.08,379.4,135.9,13.27,83.62,True,Normal,0,train
PUMP_01,2026-03-07 10:00:00,0.1664,50.14,34.09,59.56,4.043,0.1522,0.0128,7.147,4.18,374.8,151.4,12.56,83.58,True,Normal,0,train
PUMP_01,2026-03-07 11:00:00,0.164,52.08,34.14,58.4,3.999,0.1554,0.0129,7.216,3.28,379.8,143.3,13.25,83.54,True,Normal,0,train
PUMP_01,2026-03-07 12:00:00,0.1646,46.73,33.89,58.43,4.111,0.1591,0.0117,7.184,4.19,385.0,141.2,13.58,83.5,True,Normal,0,train
PUMP_01,2026-03-07 13:00:00,0.1519,48.74,34.29,58.9,4.002,0.1576,0.012,7.192,4.91,374.7,139.8,13.79,83.46,True,Normal,0,train
PUMP_01,2026-03-07 14:00:00,0.1546,52.21,34.23,57.29,3.996,0.1562,0.0117,7.185,4.26,378.1,142.8,13.37,83.42,True,Normal,0,train
PUMP_01,2026-03-07 15:00:00,0.1757,51.37,34.8,57.24,4.033,0.1629,0.0086,7.312,4.59,373.1,137.9,15.42,83.38,True,Normal,0,train
PUMP_01,2026-03-07 16:00:00,0.1368,50.81,32.87,57.85,3.952,0.1579,0.0133,7.088,4.07,384.7,139.5,11.95,83.33,True,Normal,0,train
